id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,3.98,2.76,4.04,1.58,4.63,2.59,3.15,3.6,3.6,4.95,1.01,3.5520000000000005,3.4815,3.1180000000000003,3.1875000000000004,3.103,3.2955,3.3085,3.217,3.33,3.6365,3.3515,3.5355,3.491,3.5405,3.3175000000000003,3.474,3.33,3.176,3.4845,3.353,Ing Electrónica_10_1,3.6365
2,2.95,4.06,3.47,2.59,4.14,1.65,4.98,4.68,3.05,2.14,2.95,3.373,3.2115,3.2775,3.3425,3.125,3.1460000000000004,3.272,3.0265000000000004,3.2765000000000004,3.370000000000001,3.281,3.2655000000000003,3.1705000000000005,3.285,3.085500000000001,3.2795,3.2765000000000004,3.448,3.2420000000000004,3.2290000000000005,Biología y Biotecnología _10_1,3.448
3,2.03,4.4,1.59,3.16,1.57,2.71,1.4,1.21,1.9,4.99,2.49,2.728,2.9470000000000005,3.0345000000000004,3.0005000000000006,2.357,2.6625,2.508,2.7505,3.077,3.104,2.401,3.2015,2.7025,3.0090000000000003,2.6815,2.351,3.077,3.0380000000000003,2.395,2.259,Ing Mecánica _10_1,3.2015
4,2.75,2.27,2.35,3.52,4.86,2.96,4.49,4.51,2.18,4.57,2.41,3.575,3.394,3.2780000000000005,3.2675,3.1785,3.407,3.149,3.3585000000000003,3.167,3.5200000000000005,3.338,3.4705,3.3470000000000004,3.3315,3.2990000000000004,3.1705000000000005,3.167,3.1590000000000007,3.3680000000000003,3.1100000000000003,Ing. de Sistemas Afines_10_1,3.575
5,2.04,1.97,4.98,1.35,2.67,4.82,1.88,4.39,2.2,4.8,3.46,3.4055,3.4450000000000003,2.9,2.761,3.7,3.2665,3.4600000000000004,3.24,3.1825,3.4455,3.414,3.2935,3.1635,3.4760000000000004,3.2960000000000003,3.4995000000000003,3.1825,2.886,3.1465000000000005,3.3535000000000004,Derecho_10_1,3.7
6,4.85,1.18,3.94,1.55,4.79,3.25,2.14,4.2,3.36,2.06,4.45,2.948,2.7785,2.492,2.572,3.1105000000000005,2.8065,3.009,2.777,2.5835,2.7135,3.107,2.581,3.147,2.76,2.7935000000000003,3.1105,2.5835,2.4495,3.4375,3.2155000000000005,Diseño Gráfico Industrial _10_1,3.4375
7,2.96,4.78,4.56,3.75,1.11,4.22,1.79,3.81,2.12,3.32,4.2,3.4640000000000004,3.655,3.6294999999999993,3.5665,3.792,3.513,3.5715,3.611,3.7765,3.624,3.557,3.621,3.466,3.706500000000001,3.5505,3.534,3.7765,3.711,3.3995,3.499,Derecho_10_1,3.792
8,1.25,2.9,4.46,1.54,2.26,2.76,3.45,2.78,4.45,2.72,1.51,2.9465,2.9520000000000004,2.747,2.6715,3.0345,2.9365,3.1845,2.841,2.967,2.934,3.0515,2.8720000000000003,2.6355,3.02,3.0205,3.3150000000000004,2.967,2.9255000000000004,2.556,3.1565,Finanzas RelacionesInte_10_1,3.3150000000000004
9,3.68,3.21,2.28,3.3,3.38,4.66,4.77,1.86,4.08,1.34,4.28,2.7655000000000003,2.883,3.3715,3.3225,3.499,3.0845,3.3894999999999995,3.011,3.0440000000000005,2.6915,3.004,2.7635,3.0935,2.8785,3.1055,3.1195,3.0440000000000005,3.262,3.143,3.3555,Derecho_10_1,3.499
10,1.26,4.98,1.07,1.2,3.52,4.26,2.1,2.58,3.56,1.02,1.49,2.4355,2.515,2.9755,2.8255,2.334,2.1155,2.4505,2.0705,2.833,2.6175,2.3355,2.5485,2.3505,2.704,2.04,2.2295000000000003,2.833,3.0825,2.2425,2.401,Biología y Biotecnología _10_1,3.0825
