id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,4.81,2.2,2.02,2.27,2.44,2.37,4.87,1.74,2.39,1.96,4.74,2.3360000000000003,2.3720000000000003,2.599,2.7210000000000005,2.8275,2.5385,2.8230000000000004,2.4085,2.407,2.3340000000000005,2.377,2.3605000000000005,2.7845,2.3685000000000005,2.5525,2.535,2.407,2.561500000000001,2.904,2.6949999999999994,Diseño Gráfico Industrial _6_3,2.904
2,2.93,2.24,4.07,4.33,4.88,3.0,2.82,2.02,2.5,2.47,2.04,2.672,2.8105000000000007,3.0085,3.005,3.2085000000000004,3.1395,2.974,3.215,2.81,2.577,2.9855,2.6925000000000003,2.811,2.706,3.242,3.115,2.81,2.736,2.823,3.0845,Economía-finanzas_6_3,3.242
3,2.56,2.77,4.67,1.15,1.53,2.77,2.7,3.62,4.97,4.43,4.02,3.5635000000000003,3.4635,2.861,2.8505,3.25,3.2675,3.539,3.19,3.338,3.575,3.464,3.4515,3.254,3.5445,3.32,3.6465,3.338,3.1565,3.203,3.458,Finanzas RelacionesInte_6_3,3.6465
4,4.0,4.41,3.06,1.81,4.05,3.09,3.1,2.35,2.12,3.01,1.79,2.7920000000000003,2.979,3.2275,3.273000000000001,2.9615000000000005,2.759,2.992000000000001,2.6945,3.152,3.069500000000001,2.704,3.0425000000000004,3.055,3.109,2.7945000000000007,2.8395,3.152,3.224,3.0015000000000005,2.8905000000000003,Enfermería_6_3,3.273000000000001
5,4.19,1.79,2.12,3.31,2.76,2.46,2.84,2.05,2.56,3.47,2.37,2.681,2.6665,2.628,2.7145,2.5955000000000004,2.7905,2.597,2.814,2.5695,2.6375,2.6425,2.7005,2.926,2.5905,2.7940000000000005,2.6260000000000003,2.5695,2.5215,2.975,2.6790000000000003,Diseño Gráfico Industrial _6_3,2.975
6,2.04,3.92,1.13,2.38,3.55,2.17,2.71,4.18,1.84,2.74,1.6,2.9014999999999995,2.7525,2.8445,2.838,2.1935,2.4445,2.318,2.428,2.7985,3.0105000000000004,2.563,2.9205,2.669,2.8295,2.292,2.2745,2.7985,2.936500000000001,2.647,2.2915,Ing Electrónica_6_3,3.0105000000000004
7,4.61,1.61,3.0,1.02,2.2,4.74,1.71,1.87,1.56,4.63,2.11,2.5935,2.7960000000000003,2.5625,2.556,3.035,2.6475000000000004,2.8280000000000007,2.613,2.632,2.7635000000000005,2.5445,2.721,3.0255000000000005,2.8255000000000003,2.704,2.692,2.632,2.4165,3.0375000000000005,2.778,Diseño Gráfico Industrial _6_3,3.0375000000000005
8,2.17,3.26,3.61,3.18,2.65,2.65,3.56,4.28,1.51,3.65,4.23,3.2700000000000005,3.2425,3.1215,3.0975,3.2965000000000004,3.1965,3.1885000000000003,3.1775,3.172,3.3300000000000005,3.1805000000000003,3.275,3.0420000000000003,3.2465,3.163,3.1325000000000003,3.172,3.1500000000000004,3.019,3.0105,Ing Electrónica_6_3,3.3300000000000005
9,1.33,1.93,4.12,3.49,3.3,1.44,1.12,3.72,4.17,3.39,3.4,3.176,2.97,2.505,2.4995,2.5955000000000004,3.0325,2.754,3.151,2.8075,2.9695,3.213,2.958,2.6975,2.8920000000000003,3.0525,3.1345,2.8075,2.5845,2.684,2.8975,Marketing Digital_6_3,3.213
10,1.13,2.31,4.17,4.77,1.04,4.46,3.15,2.4,3.56,2.43,4.91,2.9735,3.1025,3.135,2.9685,3.766,3.4729999999999994,3.466,3.554,3.092,2.7895,3.3734999999999995,2.908,2.8265,2.9795,3.5615,3.4695,3.092,3.035,2.766,3.419,Derecho_6_3,3.766
11,4.23,3.7,1.57,2.28,3.52,2.11,4.04,1.53,4.46,4.86,2.6,3.2190000000000003,3.212,3.2389999999999994,3.345,2.6,3.0310000000000006,3.0705,2.943,3.2625000000000006,3.4185,2.8480000000000003,3.4560000000000004,3.3400000000000003,3.2830000000000004,3.0330000000000004,2.9400000000000004,3.2625000000000006,3.3280000000000007,3.2000000000000006,2.9355,Ing Mecánica _6_3,3.4560000000000004
12,1.52,2.11,2.82,1.91,3.09,1.3,1.61,2.83,1.25,4.84,1.01,2.6275,2.5935,2.2295,2.2405,2.078,2.4115,2.184,2.4265000000000003,2.4210000000000003,2.781,2.339,2.735,2.333,2.6035,2.411,2.323,2.4210000000000003,2.224,2.2030000000000003,2.081,Ing Electrónica_6_3,2.781
13,3.52,1.41,2.1,1.69,4.58,1.09,2.15,2.05,4.68,2.95,2.59,2.5575,2.3485,2.1260000000000003,2.2475,1.915,2.339,2.3025,2.316,2.2395,2.425,2.4384999999999994,2.407,2.5535,2.3345,2.3415000000000004,2.4665,2.2395,2.165,2.614,2.4445,Diseño Gráfico Industrial _6_3,2.614
14,2.68,2.36,2.64,4.84,1.75,4.97,2.18,1.95,2.85,3.87,3.4,3.0325,3.1935,3.26,3.1455,3.4265,3.3915,3.152,3.5245,3.1385,2.9800000000000004,3.1845000000000003,3.1245000000000003,3.152,3.0695,3.426,3.1204999999999994,3.1385,3.04,3.072,3.1775,Contaduría_6_3,3.5245
15,2.11,3.55,3.2,3.35,1.72,2.06,4.27,2.8,4.37,4.36,4.16,3.4995000000000003,3.4415000000000004,3.272,3.2745000000000006,3.1395,3.4369999999999994,3.4385000000000003,3.390999999999999,3.4384999999999994,3.5465,3.3365,3.574,3.2025,3.4515,3.457,3.4224999999999994,3.4384999999999994,3.4515,3.0525,3.253,Ing Mecánica _6_3,3.574
16,2.86,1.82,4.04,3.36,4.39,1.63,1.26,1.59,1.86,4.85,1.26,2.654,2.7765,2.5515,2.613,2.5615,2.8735000000000004,2.548,2.9785,2.6365,2.738,2.652,2.8265,2.67,2.6995,2.996,2.7920000000000003,2.6365,2.346,2.559,2.5720000000000005,Economía-finanzas_6_3,2.996
17,3.91,1.95,2.42,2.09,3.91,1.07,2.51,2.82,3.15,1.15,4.61,2.307,2.1395,2.138,2.28,2.18,2.2015,2.3175,2.1805,2.136,2.1565,2.3535000000000004,2.12,2.45,2.1325000000000003,2.1815,2.3345,2.136,2.1805000000000003,2.6315,2.405,Diseño Gráfico Industrial _6_3,2.6315
18,1.43,3.15,3.16,2.15,2.27,2.68,3.5,2.52,2.22,1.54,2.41,2.3395,2.426,2.596,2.5335,2.7525,2.456,2.6754999999999995,2.3885,2.538,2.3870000000000005,2.4595,2.3685,2.248,2.476,2.488,2.591,2.538,2.6355,2.2110000000000003,2.561500000000001,Derecho_6_3,2.7525
19,1.33,4.86,2.09,3.71,3.59,3.62,3.11,4.78,2.84,3.62,2.44,3.7095,3.618,3.719,3.6045,3.1164999999999994,3.3430000000000004,3.1724999999999994,3.373,3.684,3.81,3.4410000000000003,3.7565,3.289,3.6755,3.2085,3.1420000000000003,3.684,3.797,3.1705,3.1040000000000005,Ing Electrónica_6_3,3.81
