id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,4.76,4.14,2.55,1.16,1.24,2.24,1.78,1.95,4.76,4.31,3.15,3.16,3.1735,2.9170000000000003,3.043,2.4960000000000004,2.779,2.985,2.748,3.2745,3.396,2.8495,3.3565,3.3375,3.3225,2.809,2.9405,3.2745,3.2275,3.2505,2.9475,Ing Electrónica_7_2,3.396
2,3.79,3.67,4.46,4.67,4.87,2.91,3.81,2.08,4.16,2.07,4.4,3.1405000000000003,3.2765,3.6105,3.654500000000001,3.6815,3.5825,3.637,3.6255,3.436,3.0655,3.471,3.195,3.335,3.2265,3.7015,3.666,3.436,3.4835,3.3415,3.6745,Economía-finanzas_7_2,3.7015
3,1.18,3.25,2.13,2.7,1.19,1.42,1.16,1.75,2.63,1.93,1.87,2.1075,2.141,2.1835,2.1715,1.8305,2.0665,1.969,2.1435,2.282,2.1750000000000003,2.0835,2.2225,1.9525,2.1685,2.0855,2.0445,2.282,2.2995,1.8400000000000003,1.9715,Biología y Biotecnología _7_2,2.2995
4,1.28,3.98,1.66,1.58,4.65,2.5,4.18,1.65,2.55,4.75,4.78,2.782,2.8965000000000005,3.0895,3.0285,2.647,2.6285,2.9265,2.4985,2.9745,3.1285000000000003,2.3955,3.125,2.569,3.0165,2.629,2.5265,2.9745,3.0620000000000003,2.2790000000000004,2.395,Ing Electrónica_7_2,3.1285000000000003
5,3.81,4.28,2.04,1.71,4.35,2.13,1.39,1.99,3.68,4.04,3.53,2.925,2.9645,2.9825,3.0665,2.3045,2.5775,2.688,2.5935,3.091,3.186,2.6035,3.172,3.018,3.093,2.58,2.5925,3.091,3.0705,2.892,2.5855,Ing Electrónica_7_2,3.186
6,4.27,1.87,1.69,3.25,4.29,1.66,3.22,3.99,2.51,1.5,1.88,2.728,2.4645,2.5135,2.644,2.321,2.5735,2.3275,2.575,2.377,2.5025,2.6995,2.4655,2.852,2.3955,2.4585,2.468,2.377,2.472,3.0965,2.6050000000000004,Diseño Gráfico Industrial _7_2,3.0965
7,2.33,1.56,2.81,4.65,2.69,1.37,3.73,1.25,4.22,4.2,1.64,2.9185,2.8695000000000004,2.751,2.799,2.6185,3.233,2.8185,3.2790000000000004,2.753,2.7785,2.94,2.9485,2.7905,2.7150000000000003,3.3110000000000004,3.05,2.753,2.6670000000000003,2.6815,2.8845,Economía-finanzas_7_2,3.3110000000000004
8,4.11,3.68,3.07,3.43,2.58,3.79,4.85,3.66,4.03,3.59,4.77,3.7395,3.699,3.7195,3.7355,3.776,3.7075,3.8385,3.6365,3.7045,3.731,3.6815,3.7195,3.7985,3.7115,3.678,3.6935,3.7045,3.798,3.8235,3.7555,Psicología_7_2,3.8385
9,1.08,2.98,1.8,2.49,3.88,4.21,2.47,4.37,2.96,3.5,1.8,3.2615000000000003,3.126,3.0515000000000003,2.8950000000000005,2.8085,2.897,2.793,2.898,3.0305,3.2435,3.059,3.1495,2.874,3.1505,2.7685,2.801,3.0305,3.0380000000000003,2.8225,2.8005,Ing. de Sistemas Afines_7_2,3.2615000000000003
10,3.7,3.55,2.58,2.26,3.85,2.57,1.46,3.59,4.04,2.12,4.14,3.024,2.898,2.858,2.9145000000000003,2.5874999999999995,2.6855,2.776,2.7255,2.9675,2.9905,2.9545,2.9240000000000004,3.0405,2.9625,2.635,2.8135,2.9675,2.983,3.1215,2.8919999999999995,Diseño Gráfico Industrial _7_2,3.1215
11,1.11,1.5,1.7,4.2,2.86,3.99,1.9,4.76,3.53,4.88,4.07,3.7005,3.4075,2.9795,2.8355,2.9435,3.3755,2.9215,3.4905,3.0755,3.47,3.479,3.442,3.17,3.2725,3.2225,3.058,3.0755,2.9165,3.1445000000000003,2.984,Ing. de Sistemas Afines_7_2,3.7005
12,3.69,2.96,3.11,2.66,3.36,4.0,1.3,4.93,4.37,2.8,3.21,3.615,3.4070000000000005,3.122,3.1065,3.118,3.2109999999999994,3.1545,3.279,3.3165,3.4530000000000003,3.5845,3.3395,3.5170000000000003,3.422,3.12,3.3345,3.3165,3.2339999999999995,3.66,3.4235,Diseño Gráfico Industrial _7_2,3.66
13,2.45,4.44,2.1,4.69,4.19,4.07,3.01,1.19,3.82,4.96,1.9,3.357,3.577500000000001,3.908500000000001,3.8275,3.2100000000000004,3.5505000000000004,3.3155,3.6345,3.714,3.564,3.2275,3.7390000000000008,3.37,3.5650000000000004,3.596,3.2345000000000006,3.714,3.7335,3.0820000000000003,3.2075000000000005,Medicina_7_2,3.908500000000001
14,2.38,1.99,3.0,4.95,2.21,4.38,2.43,1.53,1.68,3.62,3.04,2.6620000000000004,2.8935000000000004,3.0420000000000003,2.9420000000000006,3.3325000000000005,3.2035000000000005,2.945500000000001,3.329500000000001,2.8350000000000004,2.6340000000000003,2.8905000000000003,2.805,2.8200000000000003,2.7455000000000003,3.277,2.9115,2.8350000000000004,2.725,2.7350000000000003,2.9185,Derecho_7_2,3.3325000000000005
15,4.88,4.77,1.71,1.66,4.26,4.63,3.73,2.83,2.34,4.98,4.82,3.445,3.6005,3.808,3.820500000000001,3.4245,3.171,3.5145000000000004,3.0675,3.687,3.8295,3.0525,3.771,3.7595,3.756,3.115,3.044,3.687,3.7775,3.6575,3.185,Ing Electrónica_7_2,3.8295
16,1.24,2.8,2.63,4.33,1.06,3.27,2.27,1.98,3.58,1.32,1.49,2.4795,2.5375,2.7235,2.622,2.69,2.7705,2.579,2.8735,2.6525,2.331,2.7515,2.4485,2.386,2.4609999999999994,2.8030000000000004,2.7135,2.6525,2.7085,2.341,2.7415,Contaduría_7_2,2.8735
17,2.23,4.58,3.53,2.65,2.43,1.21,3.96,1.38,3.2,4.73,1.88,3.0405,3.2085000000000004,3.2315,3.2825000000000006,2.784,3.0845,3.1394999999999995,3.019,3.361,3.3735000000000004,2.8155,3.4370000000000003,2.901,3.305,3.192,3.096,3.361,3.375,2.616,2.855,Ing Mecánica _7_2,3.4370000000000003
18,1.08,2.05,2.26,4.19,4.23,4.72,1.36,1.29,3.27,1.0,3.31,2.108,2.2670000000000003,2.6915,2.5095000000000005,2.8045000000000004,2.5475,2.4895,2.689,2.3575,1.9255,2.5125,2.0705,2.1635,2.16,2.596,2.468,2.3575,2.365,2.1295,2.595,Derecho_7_2,2.8045000000000004
19,3.06,3.47,4.86,2.59,3.58,1.32,2.87,1.87,3.24,3.24,1.77,2.813,2.9465,2.8955,2.9825,2.905,2.9895,3.06,2.9755,3.0380000000000003,2.9370000000000003,2.9035,2.9730000000000003,2.827,2.9905000000000004,3.139,3.2165,3.0380000000000003,2.95,2.7380000000000004,3.0305,Finanzas RelacionesInte_7_2,3.2165
20,3.95,2.91,3.19,2.01,4.5,4.45,4.69,2.89,3.04,4.26,3.71,3.3365,3.4230000000000005,3.4700000000000006,3.4450000000000003,3.7005,3.3695,3.658,3.2355,3.3565,3.4435000000000007,3.2625000000000006,3.3995,3.4975,3.4680000000000004,3.3845,3.4265000000000008,3.3565,3.3640000000000008,3.4810000000000008,3.474,Derecho_7_2,3.7005
21,4.93,3.4,2.92,1.09,4.57,4.8,1.51,2.49,1.76,4.95,1.84,3.0335,3.2525000000000004,3.213,3.2195,3.146,2.8710000000000004,3.059,2.8500000000000005,3.2205000000000004,3.354,2.8305000000000007,3.284,3.4285,3.3680000000000003,2.8925,2.8945,3.2205000000000004,3.0725,3.382,2.9874999999999994,Arquitectura_7_2,3.4285
22,2.84,2.81,1.87,2.63,1.78,1.75,3.95,3.88,1.71,1.2,4.59,2.5310000000000006,2.379,2.4785,2.533,2.5265,2.398,2.498,2.332,2.406,2.461,2.4825,2.3985,2.511,2.388,2.2975000000000003,2.3475,2.406,2.5905,2.6465,2.4235,Diseño Gráfico Industrial _7_2,2.6465
23,3.98,4.42,1.44,3.5,3.13,2.22,4.39,3.61,4.34,1.76,3.46,3.2989999999999995,3.125,3.4030000000000005,3.491,2.785,3.056,3.059,3.0115000000000007,3.2985000000000007,3.2565000000000004,3.1515,3.2510000000000003,3.341,3.171,2.9475,2.979,3.2985000000000007,3.5790000000000006,3.4115,3.129,Biología y Biotecnología _7_2,3.5790000000000006
24,4.12,3.44,3.47,4.36,2.86,1.5,3.88,4.03,2.72,2.88,4.83,3.42,3.3015000000000003,3.275,3.406,3.2255,3.4155,3.272,3.4395,3.3000000000000003,3.3525,3.3985,3.369,3.43,3.2555,3.3875000000000006,3.3185,3.3000000000000003,3.3485,3.5215,3.282,Diseño Gráfico Industrial _7_2,3.5215
25,3.62,4.09,3.27,4.61,3.6,1.54,1.98,3.5,1.45,4.6,4.67,3.403,3.4255,3.375,3.479,2.9845,3.3350000000000004,3.016,3.4665000000000004,3.4295000000000004,3.564,3.198,3.6195,3.3705000000000003,3.3995,3.3235,3.0435,3.4295000000000004,3.3395,3.2920000000000003,2.908,Ing Mecánica _7_2,3.6195
26,3.43,4.99,2.54,1.06,2.88,3.72,1.67,1.01,2.76,3.52,4.62,2.5435,2.867,3.1145,3.1,2.8000000000000003,2.458,2.9495,2.4275,3.1395,2.977,2.3845,2.9795,2.829,3.0635000000000003,2.5345,2.568,3.1395,3.1695,2.6255,2.6225000000000005,Biología y Biotecnología _7_2,3.1695
27,3.76,4.9,1.75,3.69,2.61,1.9,4.11,2.81,2.76,2.49,2.81,3.0495000000000005,3.058,3.408,3.501,2.7365,2.965,2.9199999999999995,2.9439999999999995,3.283,3.201,2.8695000000000004,3.245,3.165,3.1185,2.9119999999999995,2.7845000000000004,3.283,3.5215,3.124,2.8555,Biología y Biotecnología _7_2,3.5215
28,1.98,4.74,2.6,4.64,1.49,3.3,4.06,1.59,2.72,4.3,2.69,3.2005,3.4375,3.7310000000000008,3.665,3.313,3.4660000000000006,3.345,3.495,3.617,3.442,3.111,3.5945,3.1525000000000003,3.4425000000000003,3.5165,3.183,3.617,3.712,2.879000000000001,3.102,Medicina_7_2,3.7310000000000008
29,2.76,4.1,2.11,2.29,4.53,3.55,1.24,3.26,3.46,2.72,2.3,3.0,2.989,3.103,3.0634999999999994,2.587,2.6765,2.699,2.729,3.1,3.0955000000000004,2.8630000000000004,3.047,2.9565,3.0795000000000003,2.619,2.6955,3.1,3.1255,2.9165,2.7695000000000003,Biología y Biotecnología _7_2,3.1255
30,3.05,3.59,3.52,1.16,2.51,4.59,4.31,2.6,2.86,3.99,2.2,3.1255,3.3075,3.317,3.24,3.5615,3.1265,3.5335,2.9690000000000003,3.3370000000000006,3.353,3.0565,3.281,3.2100000000000004,3.4290000000000003,3.1725,3.306,3.3370000000000006,3.3565,3.1135,3.3125,Derecho_7_2,3.5615
31,3.92,1.66,1.96,3.1,4.71,2.64,1.55,4.22,1.18,2.39,1.65,2.6895,2.5215,2.4695,2.5335,2.3845,2.5105,2.188,2.588,2.357,2.5500000000000003,2.6394999999999995,2.494,2.809,2.4495,2.3975,2.336,2.357,2.3,3.0135,2.4465,Diseño Gráfico Industrial _7_2,3.0135
