id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,2.35,2.73,4.96,1.3,2.29,4.16,3.3,4.71,2.19,1.15,2.78,2.8775,2.8895,2.7715000000000005,2.681,3.591,2.8665,3.275,2.7665,2.8695,2.798,3.1595000000000004,2.6275,2.8,2.961,2.879,3.2845000000000004,2.8695,2.8655,2.959,3.3045000000000004,Derecho_7_1,3.591
2,4.74,2.81,1.81,1.63,1.43,4.1,1.52,3.45,2.01,4.9,4.74,3.1965,3.187,2.876,2.908,2.9005,2.818,2.905,2.8235,3.0505,3.3680000000000003,2.861,3.277,3.422,3.246,2.736,2.6915000000000004,3.0505,2.9315000000000007,3.446,2.7980000000000005,Diseño Gráfico Industrial _7_1,3.446
3,4.36,2.3,4.24,1.67,2.3,1.03,4.56,2.89,1.26,1.03,4.81,2.224,2.2505,2.2915,2.458,2.938,2.4315,2.832,2.287,2.2845,2.2145,2.4205,2.1535,2.526,2.282,2.499,2.7,2.2845,2.364,2.7220000000000004,2.706,Derecho_7_1,2.938
4,1.11,3.2,2.65,1.9,1.05,2.11,4.16,3.67,3.68,4.83,1.18,3.447,3.294,2.9085,2.8585000000000003,2.7035,3.0795,3.0345000000000004,2.9665,3.189,3.546,3.0860000000000003,3.4575,2.9265,3.3590000000000004,3.0285,3.0970000000000004,3.189,3.1830000000000003,2.764,2.884,Ing Electrónica_7_1,3.546
5,3.12,1.84,1.29,3.03,4.24,1.2,3.16,4.85,3.35,1.6,1.59,2.9605,2.5245,2.4130000000000003,2.509,2.0495,2.5435,2.2205,2.537,2.386,2.663,2.8065,2.572,2.756,2.465,2.3655,2.457,2.386,2.4915000000000003,2.9825,2.5285,Diseño Gráfico Industrial _7_1,2.9825
6,3.74,2.47,4.75,1.22,4.44,4.76,1.7,2.09,1.57,1.8,2.84,2.2345,2.546,2.694,2.643,3.4014999999999995,2.549,2.9975,2.525,2.5985,2.3275,2.6005000000000003,2.2840000000000003,2.656,2.6085,2.682,2.8905000000000003,2.5985,2.4795000000000003,2.7340000000000004,2.988,Derecho_7_1,3.4014999999999995
7,3.02,2.61,3.48,2.97,3.1,4.03,3.51,3.75,2.05,3.47,1.46,3.1990000000000003,3.2275,3.1705,3.12,3.4165000000000005,3.2520000000000007,3.2,3.2250000000000005,3.1275000000000004,3.1950000000000003,3.232,3.156,3.202500000000001,3.2095,3.2385,3.232,3.1275000000000004,3.086,3.237,3.2370000000000005,Derecho_7_1,3.4165000000000005
8,2.49,2.49,1.36,4.42,2.69,1.82,3.37,2.84,4.09,2.08,3.04,2.8825,2.6775,2.7770000000000006,2.8105,2.3895000000000004,2.861,2.556,2.9134999999999995,2.6805,2.6680000000000006,2.856,2.7470000000000003,2.7545,2.581,2.7869999999999995,2.6555,2.6805,2.8015,2.7925000000000004,2.699,Contaduría_7_1,2.9134999999999995
9,2.72,2.21,1.91,1.34,1.7,2.2,3.35,1.36,3.39,4.62,1.1,2.6365,2.647,2.4345000000000003,2.4605,2.2645,2.524,2.5625000000000004,2.4235,2.569,2.7840000000000003,2.364,2.7830000000000004,2.618,2.6905,2.5515,2.5195000000000003,2.569,2.5205,2.4805,2.439,Ing Electrónica_7_1,2.7840000000000003
10,1.03,2.15,2.52,4.99,2.73,4.48,1.15,1.32,1.58,2.31,1.02,2.2020000000000004,2.4485,2.7630000000000003,2.5905,2.813,2.7345,2.3705000000000003,2.9265,2.482,2.1380000000000003,2.523000000000001,2.3215,2.254,2.3065,2.7945,2.451,2.482,2.4054999999999995,2.1485000000000003,2.485,Contaduría_7_1,2.9265
11,4.92,3.99,4.96,1.25,3.23,3.31,3.81,3.76,3.29,4.59,2.11,3.7255,3.798000000000001,3.5295,3.61,3.7325,3.545,3.8490000000000006,3.417,3.7795,3.939000000000001,3.603,3.8135,3.859,3.935000000000001,3.605,3.851,3.7795,3.6920000000000006,3.8640000000000008,3.785,Ing Electrónica_7_1,3.939000000000001
12,1.88,3.19,3.81,2.46,1.17,2.25,1.04,2.2,4.69,4.65,3.23,3.1975,3.2055,2.7605000000000004,2.742000000000001,2.6745,3.0325,2.997,3.1035000000000004,3.1820000000000004,3.2815000000000007,3.0795000000000003,3.2945,2.905,3.2420000000000004,3.1130000000000004,3.1695,3.1820000000000004,2.9705000000000004,2.717,2.9530000000000003,Ing Mecánica _7_1,3.2945
13,1.36,3.28,3.25,2.91,4.17,3.33,1.81,2.93,3.0,4.69,1.46,3.227,3.2770000000000006,3.1415,3.043,2.8935000000000004,3.112,2.951,3.167,3.224,3.3475,3.0845,3.3465000000000007,2.92,3.2955,3.128,3.061500000000001,3.224,3.0815,2.7360000000000007,2.8990000000000005,Ing Electrónica_7_1,3.3475
14,3.98,4.96,3.89,3.25,1.96,1.06,4.76,4.62,1.99,1.2,3.15,3.199,3.133,3.3044999999999995,3.4504999999999995,3.172,3.1035000000000004,3.216,3.0280000000000005,3.338,3.262,3.2045000000000003,3.1935,3.2275,3.2185,3.067,3.2070000000000007,3.338,3.5695,3.3495,3.2045,Biología y Biotecnología _7_1,3.5695
15,2.85,4.3,4.92,2.62,4.03,4.8,2.1,2.98,1.12,2.59,3.51,2.8565000000000005,3.2035,3.4519999999999995,3.3545,3.8185,3.108,3.418,3.1340000000000003,3.3550000000000004,3.08,3.0965000000000003,3.062,3.0405,3.2875000000000005,3.205,3.2645,3.3550000000000004,3.2995,2.9875000000000003,3.2715000000000005,Derecho_7_1,3.8185
16,1.14,1.23,4.82,1.04,1.95,1.19,1.42,2.28,1.18,3.19,1.45,2.0405,2.1155,1.6714999999999998,1.6689999999999998,2.284,2.135,2.211,2.116,1.965,2.098,2.1395,2.036,1.8245,2.125,2.262,2.4125,1.965,1.697,1.7744999999999995,2.1285000000000003,Finanzas RelacionesInte_7_1,2.4125
17,2.28,4.34,4.0,3.87,1.52,4.89,2.75,3.48,1.4,2.85,3.15,3.167,3.4105,3.5929999999999995,3.4624999999999995,3.827,3.3845,3.4440000000000004,3.4405,3.528,3.306,3.329,3.3255,3.193,3.434,3.4105,3.325,3.528,3.54,3.1215000000000006,3.341,Derecho_7_1,3.827
18,1.24,4.02,2.28,4.37,1.95,3.04,4.3,3.71,3.38,3.39,4.12,3.4945000000000004,3.4215,3.5135,3.4235,3.236,3.4305000000000003,3.308,3.434,3.4685,3.4930000000000003,3.3675,3.526,3.123,3.404,3.359,3.221,3.4685,3.601,3.0000000000000004,3.1515000000000004,Biología y Biotecnología _7_1,3.601
19,2.99,1.62,3.3,3.87,1.21,3.51,1.9,3.44,1.68,3.04,1.77,2.8540000000000005,2.8475000000000006,2.6370000000000005,2.6110000000000007,3.0175,3.0085,2.709,3.107,2.6855,2.7185,2.9960000000000004,2.74,2.898,2.7350000000000003,3.0015000000000005,2.8835,2.6855,2.5445,2.9865000000000004,2.8915,Contaduría_7_1,3.107
