id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,2.74,2.5,3.1,3.19,3.22,4.22,1.83,3.74,4.91,3.98,2.57,3.631,3.5025000000000004,3.2029999999999994,3.129,3.2,3.432,3.2785,3.5,3.3665,3.4880000000000004,3.6015,3.4605,3.4345,3.468,3.4,3.4695,3.3665,3.229,3.4345000000000003,3.4635,Ing. de Sistemas Afines_9_3,3.631
2,3.67,2.05,4.79,1.6,3.16,4.3,1.64,3.62,1.48,3.27,1.76,2.866,2.987,2.7245,2.693,3.397,2.919,3.0615,2.9170000000000003,2.8475,2.8995,3.0295,2.7985,3.032,3.0095,2.9775,3.1485000000000003,2.8475,2.629,3.1305000000000005,3.144,Derecho_9_3,3.397
3,1.88,1.14,2.53,3.41,1.2,3.77,4.99,1.47,3.57,4.99,3.7,3.0145,3.061,2.8925000000000005,2.798,3.3235,3.341,3.3130000000000006,3.262,2.8520000000000003,2.9555,2.997,3.0525,2.91,2.9475,3.394,3.182,2.8520000000000003,2.7825,2.7710000000000004,3.0885,Economía-finanzas_9_3,3.394
4,1.46,1.0,1.44,4.9,4.88,4.54,1.45,2.33,1.15,3.72,1.96,2.5335,2.592,2.746,2.592,2.7259999999999995,2.824,2.306,2.9965,2.3895,2.4005,2.611,2.529,2.503,2.397,2.7795,2.3495,2.3895,2.254,2.4565,2.3915,Contaduría_9_3,2.9965
5,2.91,4.65,4.78,2.11,3.37,4.82,3.95,3.04,1.21,1.97,4.52,2.8345,3.1825,3.5595,3.4640000000000004,4.058,3.1145000000000005,3.6835,3.022500000000001,3.397,3.0800000000000005,3.077500000000001,3.0335000000000005,3.0490000000000004,3.3095,3.2015,3.3435000000000006,3.397,3.4895,3.0155000000000003,3.3925000000000005,Derecho_9_3,4.058
6,2.11,2.48,4.4,1.14,4.82,1.41,3.05,4.46,1.45,4.31,1.77,3.105,3.001,2.6005,2.6355,2.7805,2.801,2.847,2.7055,2.8105,3.216,2.8945,3.05,2.758,3.068,2.798,2.984,2.8105,2.6515,2.747,2.7245,Ing Electrónica_9_3,3.216
7,2.63,3.18,1.63,3.4,3.72,3.62,1.98,4.96,4.18,1.27,4.98,3.272,2.9885000000000006,3.029,2.9795,2.8005000000000004,2.8795,2.8275,2.9505000000000003,2.995000000000001,3.0265000000000004,3.252,2.9485,3.0790000000000006,2.9775000000000005,2.713,2.848,2.995000000000001,3.1080000000000005,3.236,3.0155,Ing. de Sistemas Afines_9_3,3.272
8,4.88,2.61,2.21,3.92,2.84,2.38,4.52,2.65,4.78,1.3,1.48,2.992,2.848,3.047499999999999,3.1724999999999994,2.8635,3.118,2.9925,3.088,2.9115,2.7505,3.135,2.8140000000000005,3.274,2.7825000000000006,3.096,3.121,2.9115,3.0925,3.4550000000000005,3.3085,Diseño Gráfico Industrial _9_3,3.4550000000000005
9,3.68,2.33,2.56,4.67,4.72,2.43,4.81,2.59,3.96,2.93,3.36,3.2015,3.1105,3.297,3.3595,3.1805000000000003,3.4370000000000003,3.2350000000000003,3.43,3.0675,3.02,3.2735000000000003,3.124,3.2715000000000005,2.9935,3.4355,3.2775000000000003,3.0675,3.1500000000000004,3.322,3.3085,Adm Empresas _9_3,3.4370000000000003
10,1.41,2.53,3.9,1.92,3.18,4.95,1.44,1.73,1.23,3.28,4.81,2.303,2.6375,2.7075,2.5305,3.3085,2.593,2.9360000000000004,2.617,2.64,2.476,2.4955000000000003,2.4855,2.3635,2.6680000000000006,2.7015,2.6885,2.64,2.4795,2.23,2.6475,Derecho_9_3,3.3085
11,3.87,3.85,2.16,4.88,1.78,1.42,3.46,3.62,4.67,4.31,2.53,3.886,3.662,3.4895000000000005,3.612,2.8110000000000004,3.6495,3.192,3.7205,3.650500000000001,3.828,3.6125,3.891,3.7265,3.6105,3.5765,3.3955,3.650500000000001,3.6925,3.693000000000001,3.3365,Ing Mecánica _9_3,3.891
12,4.21,4.89,2.25,1.67,2.8,1.61,2.84,2.17,3.97,4.3,3.78,3.1995,3.2215,3.1985,3.3285,2.5255,2.8305,3.025,2.772,3.387,3.513,2.8055,3.4880000000000004,3.281,3.3825,2.8345,2.8720000000000003,3.387,3.446,3.1405,2.8355,Ing Electrónica_9_3,3.513
13,4.2,4.48,1.62,3.68,3.8,4.49,2.33,3.63,3.8,4.94,2.17,3.9135,3.89,3.9250000000000007,3.9105000000000008,3.216,3.579,3.353,3.6465,3.9095,4.053,3.5845,4.0555,3.968,3.93,3.4785,3.3160000000000003,3.9095,3.922,3.8885,3.4225,Ing Mecánica _9_3,4.0555
14,2.36,4.09,2.21,2.01,4.2,3.5,4.68,4.51,2.84,1.56,1.78,3.1130000000000004,3.01,3.2789999999999995,3.2219999999999995,3.0455,2.8429999999999995,3.051,2.7095,3.1155,3.132,3.0235000000000003,3.007,2.971,3.114,2.728,2.9270000000000005,3.1155,3.3655,3.032,3.0315000000000003,Biología y Biotecnología _9_3,3.3655
15,2.33,2.74,1.63,1.33,4.37,3.11,1.6,4.0,4.19,3.64,1.21,3.1970000000000005,2.9615000000000005,2.7010000000000005,2.662,2.254,2.6,2.5330000000000004,2.5865,2.8535000000000004,3.1770000000000005,2.881,3.0435000000000003,2.9105,3.0320000000000005,2.4815,2.6575,2.8535000000000004,2.807,2.908,2.666,Ing. de Sistemas Afines_9_3,3.1970000000000005
16,3.94,3.92,3.09,1.03,3.58,2.44,4.1,4.78,2.1,4.59,4.15,3.6015,3.491,3.244,3.3190000000000004,3.1695,3.093,3.3549999999999995,2.9395,3.4145,3.8275,3.1900000000000004,3.64,3.502,3.6355,3.0085,3.1745,3.4145,3.4315,3.5125,3.1095,Ing Electrónica_9_3,3.8275
17,2.93,1.82,1.24,3.05,2.59,4.34,3.92,2.14,2.52,2.36,2.63,2.4935,2.5235,2.7625,2.692,2.882,2.6795,2.6945,2.636,2.4805,2.408,2.553,2.4535,2.692,2.462,2.6345,2.5065,2.4805,2.5874999999999995,2.7364999999999995,2.69,Derecho_9_3,2.882
18,1.18,1.62,1.02,1.48,4.99,2.99,4.59,3.53,3.01,4.95,2.64,3.123,2.901,2.716,2.6255,2.535,2.7435,2.7405000000000004,2.588,2.639,3.1315,2.696,3.029,2.6985,2.908,2.618,2.6005000000000003,2.639,2.651,2.6055,2.5105,Ing Electrónica_9_3,3.1315
19,3.24,2.61,2.58,2.86,2.84,4.58,4.46,4.97,2.02,1.05,3.03,3.0455,2.936,3.102,3.035,3.49,3.012,3.145,2.932,2.896,2.8665000000000003,3.1915,2.761,3.1100000000000003,2.9235,2.8925,3.0325,2.896,3.068,3.3375,3.2420000000000004,Derecho_9_3,3.49
20,2.65,2.29,3.92,2.61,2.07,1.14,3.98,2.13,3.23,3.93,1.96,2.8775000000000004,2.8705,2.6260000000000003,2.7015,2.771,2.9945000000000004,2.9645,2.926,2.7965000000000004,2.9045,2.843,2.9285,2.761,2.8545,3.0840000000000005,3.0905000000000005,2.7965000000000004,2.7175,2.689,2.8875,Finanzas RelacionesInte_9_3,3.0905000000000005
21,4.53,4.7,1.49,3.47,4.61,4.62,4.15,2.96,4.73,1.06,3.56,3.2180000000000004,3.2260000000000004,3.8255,3.821,3.3375000000000004,3.184,3.3885000000000005,3.1500000000000004,3.495,3.1830000000000003,3.2825,3.2085000000000004,3.543,3.2875,3.1105,3.1695,3.495,3.81,3.6295,3.4994999999999994,Medicina_9_3,3.8255
22,2.4,2.06,3.9,1.27,1.7,1.54,1.14,3.99,1.09,1.2,4.89,2.183,2.1045,1.8245,1.8675,2.385,2.018,2.2445,2.0245,2.051,2.1315,2.291,1.9955,2.1065,2.144,2.0135,2.2755,2.051,1.956,2.263,2.2175,Derecho_9_3,2.385
23,4.65,2.73,1.22,2.05,2.57,4.35,2.06,1.3,3.82,4.94,1.2,2.978,3.072,3.0205,3.0355,2.6475,2.8560000000000003,2.8145,2.8555,3.0330000000000004,3.1395,2.7245000000000004,3.1770000000000005,3.3250000000000006,3.1060000000000003,2.852,2.717,3.0330000000000004,2.9645,3.2390000000000008,2.859,Arquitectura_9_3,3.3250000000000006
24,3.28,1.87,1.66,2.43,2.52,1.95,1.48,1.35,4.28,3.18,4.22,2.464,2.389,2.245,2.3115,2.0625,2.3755,2.3435,2.423,2.3495000000000004,2.407,2.37,2.461,2.5455,2.361,2.391,2.3535,2.3495000000000004,2.2750000000000004,2.5245,2.373,Arquitectura_9_3,2.5455
25,1.38,2.51,1.26,1.76,1.03,1.47,3.01,3.06,2.32,3.98,4.96,2.692,2.532,2.2635,2.2590000000000003,2.1045000000000003,2.3185,2.3630000000000004,2.256,2.431,2.785,2.303,2.72,2.3515,2.5695,2.2285,2.1855,2.431,2.445,2.249,2.066,Ing Electrónica_9_3,2.785
26,1.79,3.28,3.83,3.52,2.0,3.67,4.78,1.24,4.7,3.13,1.0,3.0245,3.2045000000000003,3.3675,3.2735000000000003,3.466,3.440500000000001,3.522,3.3775000000000004,3.314,3.0360000000000005,3.228,3.1500000000000004,2.9610000000000003,3.1925000000000003,3.5700000000000003,3.5500000000000007,3.314,3.3690000000000007,2.7920000000000007,3.475,Economía-finanzas_9_3,3.5700000000000003
27,3.11,4.49,3.86,3.05,2.41,4.07,4.5,2.8,1.22,1.75,2.99,2.764,3.044,3.4855,3.4375,3.7195,3.0905,3.401,3.018,3.2655000000000003,2.947,2.9664999999999995,2.9595,3.0055,3.116,3.1435000000000004,3.145,3.2655000000000003,3.4345,2.989,3.2235,Derecho_9_3,3.7195
28,2.54,1.29,3.01,4.99,4.58,2.72,4.39,3.4,2.49,4.2,1.44,3.3245000000000005,3.2110000000000003,3.139,3.13,3.2335000000000003,3.571,3.085,3.601,2.96,3.1195000000000004,3.3565,3.199,3.1670000000000003,3.026,3.5515000000000003,3.2875,2.96,2.8835,3.1895,3.19,Contaduría_9_3,3.601
29,4.89,2.43,2.87,3.29,3.19,4.28,1.88,4.25,1.58,3.42,4.11,3.2515,3.2265,3.1120000000000005,3.1425000000000005,3.3534999999999995,3.1665,3.0680000000000005,3.237,3.0860000000000003,3.2095,3.241,3.1615,3.524,3.1835000000000004,3.0975,3.0325,3.0860000000000003,2.987,3.6885,3.1765000000000003,Diseño Gráfico Industrial _9_3,3.6885
30,4.69,1.45,4.12,4.41,3.01,3.42,2.13,1.19,3.43,1.24,2.39,2.364,2.523000000000001,2.696,2.7595,3.1935,3.01,2.9025,3.124,2.5465,2.1195,2.9115,2.2805,2.886,2.375,3.1565000000000003,3.0905,2.5465,2.4575000000000005,3.0455,3.228,Turismo y Hospitalidad _9_3,3.228
31,3.04,4.4,1.73,3.29,4.73,3.42,2.39,1.94,4.15,1.72,1.42,2.7495,2.8255,3.297,3.2780000000000005,2.601,2.7375000000000003,2.729000000000001,2.7825,3.0825,2.8065,2.769,2.874,2.889,2.881,2.7270000000000003,2.7030000000000003,3.0825,3.2495,2.8320000000000003,2.8535000000000004,Medicina_9_3,3.297
32,4.65,3.79,1.8,2.66,1.75,3.18,1.59,1.31,2.99,3.69,4.16,2.72,2.878,2.9765000000000006,3.0500000000000007,2.6295000000000006,2.6845000000000003,2.7615,2.7380000000000004,3.007000000000001,2.9355,2.5680000000000005,3.003,3.1115000000000004,2.9345,2.709,2.5635000000000003,3.007000000000001,3.0015,3.0355,2.6805000000000003,Arquitectura_9_3,3.1115000000000004
33,2.73,3.85,2.1,4.08,4.93,2.84,4.57,2.19,3.63,1.22,4.77,2.741,2.78,3.3585000000000003,3.3530000000000006,3.0665,2.966,3.0900000000000003,2.9415,2.9944999999999995,2.692,2.873,2.7865,2.831,2.7685000000000004,2.9615,2.8885,2.9944999999999995,3.2494999999999994,2.8235,3.0009999999999994,Medicina_9_3,3.3585000000000003
34,4.18,1.36,3.92,1.83,1.93,3.5,2.74,2.87,4.92,4.9,4.28,3.4715000000000003,3.3775,2.7945,2.8285000000000005,3.3285000000000005,3.369,3.496,3.3235,3.125,3.3715000000000006,3.4285,3.3195,3.4955,3.354,3.4215,3.579,3.125,2.889,3.535,3.522,Finanzas RelacionesInte_9_3,3.579
35,2.91,4.48,1.47,4.09,2.34,1.39,4.96,2.45,4.54,2.03,1.16,3.0930000000000004,2.9880000000000004,3.3265,3.4024999999999994,2.5195,3.0465000000000004,2.882,3.003,3.212,3.0885,2.9645,3.1705,3.0255000000000005,3.0075000000000007,2.9975000000000005,2.91,3.212,3.509,2.968,2.95,Biología y Biotecnología _9_3,3.509
36,3.0,1.21,1.51,1.18,4.63,2.5,1.51,1.66,2.76,2.74,1.23,2.042,1.999,1.9575,1.9825,1.839,1.927,1.928,1.9105,1.9,2.02,1.9595,1.996,2.176,2.0005,1.9195,1.961,1.9,1.8235,2.2115,2.0235,Diseño Gráfico Industrial _9_3,2.2115
37,2.66,4.11,2.23,4.73,2.54,2.73,3.44,3.69,4.79,2.7,4.75,3.618,3.463,3.556,3.5525,3.1245000000000003,3.4890000000000008,3.323,3.5535000000000005,3.554500000000001,3.5035,3.5540000000000003,3.5555000000000003,3.41,3.4320000000000004,3.4160000000000004,3.3435000000000006,3.554500000000001,3.6855,3.387,3.3665000000000003,Biología y Biotecnología _9_3,3.6855
38,1.66,2.52,2.32,1.37,2.47,3.05,3.69,1.33,3.8,3.45,2.57,2.5175,2.589,2.5860000000000003,2.5165,2.6095,2.5355,2.7985,2.4195,2.602,2.617,2.433,2.619,2.4235,2.6465,2.585,2.648,2.602,2.624,2.2745,2.595,Psicología_9_3,2.7985
39,2.84,3.87,2.31,2.52,2.42,1.3,3.12,4.48,2.41,3.6,1.12,3.3190000000000004,3.1245000000000007,2.9355,3.0125,2.418,2.857,2.661,2.827,3.1075000000000004,3.4155000000000006,2.9635,3.3175000000000003,3.061500000000001,3.1920000000000006,2.7485000000000004,2.7765,3.1075000000000004,3.1615,3.0540000000000003,2.688,Ing Electrónica_9_3,3.4155000000000006
40,4.67,4.18,3.86,2.98,4.95,4.01,3.8,4.66,3.12,3.1,2.73,3.786,3.7665,3.8465,3.8795000000000006,3.8025,3.6415000000000006,3.7355,3.6005000000000003,3.7965,3.821,3.7695,3.737,3.91,3.8264999999999993,3.6015,3.7305,3.7965,3.8475000000000006,4.012500000000001,3.8165,Diseño Gráfico Industrial _9_3,4.012500000000001
