id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,1.59,1.22,2.53,1.26,4.43,2.79,3.77,4.22,2.19,1.23,3.98,2.4115,2.207,2.1605,2.1005000000000003,2.6335,2.2535,2.5065,2.128,2.0565,2.2115,2.4720000000000004,2.0635,2.1965,2.205,2.1690000000000005,2.4285,2.0565,2.1180000000000003,2.3645,2.4595,Derecho_9_1,2.6335
2,1.39,1.94,4.57,4.83,4.78,2.65,2.38,1.11,2.18,4.4,3.1,2.7110000000000003,2.9490000000000007,2.9865,2.9235,3.242000000000001,3.3100000000000005,3.042,3.432500000000001,2.8675,2.7190000000000003,2.9495,2.905,2.612,2.8045000000000004,3.4830000000000005,3.1730000000000005,2.8675,2.635,2.4200000000000004,2.9265000000000003,Economía-finanzas_9_1,3.4830000000000005
3,4.78,3.68,4.82,4.14,1.55,4.53,3.03,3.65,3.68,1.26,1.47,3.3565000000000005,3.459,3.5735,3.5860000000000007,3.948,3.652,3.662,3.7075,3.5815,3.214,3.7795,3.2385,3.688,3.436,3.7105,3.841,3.5815,3.613,3.8625,4.0025,Turismo y Hospitalidad _9_1,4.0025
4,1.67,1.06,1.81,3.07,3.87,2.69,2.42,2.04,4.38,2.76,2.4,2.5615,2.4165,2.3355,2.2845,2.2915,2.589,2.4075,2.6215,2.2825,2.3310000000000004,2.5995,2.3825000000000003,2.3855,2.316,2.5775,2.544,2.2825,2.228,2.38,2.5335,Contaduría_9_1,2.6215
5,1.01,2.15,4.06,2.52,3.26,1.15,2.78,1.69,3.47,2.17,4.14,2.294,2.3195,2.2575000000000003,2.2505,2.529499999999999,2.5055,2.6485,2.4925,2.3415,2.2335000000000003,2.4745000000000004,2.275,2.052,2.301,2.624,2.7245,2.3415,2.2765,1.971,2.5209999999999995,Finanzas RelacionesInte_9_1,2.7245
6,1.34,4.78,3.77,4.33,4.36,4.74,2.53,2.59,4.78,3.66,3.75,3.626500000000001,3.7930000000000006,4.0165,3.8465,3.746,3.7505000000000006,3.767,3.840500000000001,3.9585,3.7025,3.7225,3.7895,3.3835,3.815500000000001,3.8095000000000008,3.7505,3.9585,3.9525,3.1580000000000004,3.683,Medicina_9_1,4.0165
7,1.3,1.58,2.21,4.47,2.38,1.6,4.45,4.07,3.44,2.04,3.88,3.0245,2.715,2.6245000000000003,2.6095000000000006,2.7105,3.0315,2.7415000000000003,3.0325,2.5675000000000003,2.6855,3.0625000000000004,2.7055,2.6185,2.5705,2.9385,2.8755,2.5675000000000003,2.6565000000000003,2.7060000000000004,2.8080000000000003,Marketing Digital_9_1,3.0625000000000004
8,1.55,1.59,4.43,2.04,2.71,2.14,2.5,1.38,1.34,1.94,1.86,1.8280000000000003,2.031,2.039,2.0095,2.6375,2.2565,2.4105,2.2335,2.024,1.846,2.1375,1.879,1.8655,2.0085,2.409,2.4655,2.024,1.91,1.8355,2.3315,Derecho_9_1,2.6375
9,4.58,4.87,2.7,2.85,1.19,1.32,2.03,1.46,1.79,1.57,3.56,2.2510000000000003,2.46,2.789,2.952,2.3965,2.3430000000000004,2.488,2.384,2.7955,2.5115000000000003,2.256,2.581,2.69,2.561,2.405,2.3390000000000004,2.7955,2.927,2.67,2.4205,Enfermería_9_1,2.952
10,4.9,3.61,2.31,1.9,4.95,2.1,2.43,4.85,1.56,3.05,2.44,3.1945,3.0325,2.979,3.119,2.5995,2.7035000000000005,2.668,2.677,2.9985,3.2924999999999995,2.8975,3.145,3.319,3.118,2.5765,2.6700000000000004,2.9985,3.0325,3.4735000000000005,2.752,Diseño Gráfico Industrial _9_1,3.4735000000000005
