id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,2.16,3.83,4.03,2.62,4.99,1.66,4.08,2.89,1.18,3.06,3.64,2.753,2.881,3.076,3.101,3.0755,2.868,3.0395,2.795,2.9665000000000004,2.9545,2.728,2.941,2.659,2.9415,2.925,2.915,2.9665000000000004,3.0075000000000003,2.567,2.7515,Enfermería_11_2,3.101
2,3.73,4.28,1.87,2.63,2.38,2.06,1.51,3.85,3.69,1.45,1.86,2.9555,2.7965,2.8455,2.929,2.2305,2.5355,2.455,2.5914999999999995,2.9595,2.9475,2.8255,2.8865,2.9759999999999995,2.8790000000000004,2.4365,2.5715000000000003,2.9595,3.083,3.0685,2.695,Biología y Biotecnología _11_2,3.083
3,1.08,3.11,3.21,1.16,3.38,4.05,4.82,2.54,4.29,2.59,1.23,2.8815,2.9315,3.025,2.8765000000000005,3.1815,2.8815000000000004,3.272,2.698500000000001,2.986,2.9225000000000003,2.9215,2.8535000000000004,2.648,3.029,2.9150000000000005,3.1715,2.986,3.0925,2.544,3.1380000000000003,Psicología_11_2,3.272
4,4.27,2.82,2.82,1.36,4.69,1.8,3.66,3.31,3.89,3.96,3.66,3.2485,3.095,2.89,3.0135,2.741,2.9095,3.08,2.7945,3.0135,3.3005000000000004,2.986,3.2030000000000003,3.2555,3.168,2.885,3.052,3.0135,2.9985,3.2955,3.0165,Ing Electrónica_11_2,3.3005000000000004
5,1.27,2.85,1.95,3.75,3.92,2.37,4.35,4.01,2.5,5.0,4.71,3.5345,3.367,3.248,3.193,2.9995,3.3215000000000003,3.12,3.2915,3.2015,3.5565,3.1925,3.5435,3.0675,3.322,3.2185,3.0165,3.2015,3.2140000000000004,2.939,2.851,Ing Electrónica_11_2,3.5565
6,4.73,3.31,3.95,4.53,1.05,2.27,4.02,2.74,4.5,4.84,3.36,3.8605,3.838000000000001,3.5820000000000003,3.705000000000001,3.56,3.9795,3.7665,4.005000000000001,3.790000000000001,3.8450000000000006,3.809,3.9345,3.9425,3.777,4.040000000000001,3.9045,3.790000000000001,3.717000000000001,3.908500000000001,3.815,Economía-finanzas_11_2,4.040000000000001
7,2.58,1.82,4.8,1.28,2.8,2.14,4.52,2.79,4.75,3.27,1.7,3.076,2.9975,2.633,2.655,3.149,3.1065,3.3605,2.9445,2.8765,2.9805,3.1695,2.905,2.89,3.0245,3.207,3.5325,2.8765,2.79,2.9040000000000004,3.365,Finanzas RelacionesInte_11_2,3.5325
8,4.3,2.11,4.77,2.87,1.5,3.62,4.29,1.92,1.87,2.79,2.67,2.6655,2.905,2.927,2.961,3.7175,3.1985,3.4055,3.1275,2.8805,2.683,2.9865,2.7305,3.0665,2.867,3.341,3.3425,2.8805,2.8225,3.1325,3.3605,Derecho_11_2,3.7175
9,3.65,1.59,1.61,3.33,3.21,2.72,2.81,3.04,1.07,2.22,1.26,2.3960000000000004,2.3345,2.4370000000000007,2.4835000000000003,2.4250000000000007,2.466500000000001,2.2035000000000005,2.4925000000000006,2.2305,2.294,2.406,2.3085000000000004,2.6110000000000007,2.2475,2.3950000000000005,2.237,2.2305,2.259,2.7550000000000003,2.3640000000000003,Diseño Gráfico Industrial _11_2,2.7550000000000003
10,4.48,2.11,4.92,4.34,1.74,2.68,4.41,1.19,4.13,3.16,4.2,3.0185,3.1785,3.1605,3.2505,3.7525,3.6505,3.698,3.647,3.1720000000000006,2.9045,3.3805,3.0620000000000003,3.341,3.0670000000000006,3.837,3.757,3.1720000000000006,3.0940000000000003,3.361,3.711,Economía-finanzas_11_2,3.837
