id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,4.58,1.34,3.83,1.04,1.07,4.97,3.42,4.42,3.12,2.28,4.11,3.107,3.0160000000000005,2.6575000000000006,2.638000000000001,3.6535,3.0135,3.406,2.8945000000000003,2.815,2.926,3.2745,2.757,3.3305,3.031,2.9840000000000004,3.3345,2.815,2.7475,3.5995,3.5065,Derecho_6_2,3.6535
2,2.43,2.25,1.53,2.07,2.89,1.96,4.53,2.6,4.61,2.42,4.57,2.78,2.5765,2.5650000000000004,2.5885,2.4725,2.6105,2.791,2.4875000000000003,2.5505,2.6620000000000004,2.65,2.6355,2.6310000000000007,2.585500000000001,2.557,2.6660000000000004,2.5505,2.692,2.649,2.688,Psicología_6_2,2.791
3,1.38,2.1,2.53,3.62,3.26,2.19,4.41,1.43,1.15,4.71,1.99,2.5695,2.7100000000000004,2.7960000000000003,2.7555,2.7840000000000003,2.902,2.713,2.8625,2.6130000000000004,2.705,2.4655,2.8145,2.45,2.6340000000000003,2.957,2.615,2.6130000000000004,2.5765,2.25,2.4315,Economía-finanzas_6_2,2.957
4,2.77,1.06,4.86,4.78,3.36,2.29,1.47,2.14,3.39,1.97,3.59,2.591,2.6180000000000003,2.4955000000000003,2.5195000000000003,3.0625,3.101,2.8420000000000005,3.2665,2.5185000000000004,2.28,3.0735,2.412,2.639,2.4320000000000004,3.237,3.18,2.5185000000000004,2.3035,2.733,3.0914999999999995,Contaduría_6_2,3.2665
5,1.26,4.05,4.58,3.27,2.88,1.71,2.21,3.1,4.36,1.46,1.65,2.941,2.93,2.9355,2.9130000000000003,2.8070000000000004,2.9635,2.955,3.0165,3.107,2.8825000000000003,3.1445,2.891,2.6145,2.969,3.0375,3.2395,3.107,3.118,2.5570000000000004,3.086,Finanzas RelacionesInte_6_2,3.2395
6,2.76,2.39,1.43,2.26,4.85,2.13,3.36,4.48,3.53,2.88,4.23,3.1745,2.8475,2.7324999999999995,2.764,2.4570000000000003,2.706,2.676,2.651,2.7185,3.044,2.9055,2.933,2.9264999999999994,2.854,2.5535,2.6555,2.7185,2.7905,3.025,2.6845000000000003,Ing. de Sistemas Afines_6_2,3.1745
7,3.35,1.51,1.62,4.69,3.2,4.67,3.9,2.94,4.92,3.7,2.71,3.51,3.3600000000000003,3.343,3.277,3.337,3.622,3.307,3.6615,3.1790000000000003,3.2185,3.5475000000000003,3.306,3.5210000000000004,3.2010000000000005,3.5560000000000005,3.3760000000000003,3.1790000000000003,3.1835000000000004,3.575,3.511000000000001,Contaduría_6_2,3.6615
8,4.09,2.15,1.47,3.69,1.0,1.62,3.88,3.73,1.49,3.36,2.95,2.9650000000000003,2.7795,2.647,2.7705,2.5375,2.8465000000000003,2.542,2.837,2.64,2.9025,2.7475,2.9005,3.044,2.7025,2.7335,2.531,2.64,2.7,3.1594999999999995,2.575,Diseño Gráfico Industrial _6_2,3.1594999999999995
9,1.96,3.59,2.53,4.13,4.02,4.38,4.31,2.83,4.26,4.47,1.66,3.6715,3.7005,3.832,3.711,3.5125000000000006,3.7315,3.5705000000000005,3.7225,3.6945,3.693000000000001,3.582,3.758,3.4650000000000003,3.6735,3.716500000000001,3.5609999999999995,3.6945,3.739500000000001,3.3015000000000003,3.528,Medicina_6_2,3.832
10,1.84,2.22,3.35,4.7,3.89,2.37,2.24,1.13,2.75,2.96,3.69,2.4690000000000003,2.6155000000000004,2.7835000000000005,2.757,2.828,2.9385000000000003,2.7225,3.0615,2.633,2.41,2.694,2.5885,2.4650000000000003,2.4915000000000003,3.0495000000000005,2.793,2.633,2.5405,2.3545000000000003,2.688,Contaduría_6_2,3.0615
