id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,3.02,2.56,1.83,4.8,2.11,4.96,2.33,2.96,3.09,4.96,2.16,3.5385,3.5555000000000003,3.4835000000000003,3.3865000000000003,3.31,3.5915,3.1675000000000004,3.715,3.4155,3.5,3.4375,3.5920000000000005,3.5410000000000004,3.4435,3.535,3.201,3.4155,3.3205,3.464,3.2604999999999995,Contaduría_7_3,3.715
2,1.95,2.83,4.55,4.88,2.55,2.88,1.47,4.42,2.19,3.69,4.65,3.485,3.4465,3.1705,3.124,3.443,3.547,3.2285000000000004,3.7175,3.3240000000000003,3.378,3.5965,3.401,3.1855,3.344,3.5535,3.439,3.3240000000000003,3.127,3.178,3.2685,Contaduría_7_3,3.7175
3,3.69,1.44,4.06,4.36,4.26,3.2,1.11,1.85,3.36,3.16,4.07,2.7815000000000003,2.8635000000000006,2.782,2.8065,3.128,3.1635,2.9529999999999994,3.326,2.757,2.6050000000000004,3.085,2.7305,2.984,2.7175,3.274,3.1435000000000004,2.757,2.5235000000000003,3.0310000000000006,3.127,Contaduría_7_3,3.326
4,3.03,4.75,4.02,2.78,2.66,1.99,3.97,3.36,1.57,2.26,2.39,2.931,3.0545,3.258,3.31,3.1655,2.976,3.134,2.9165,3.2484999999999995,3.1335,2.94,3.1045000000000003,2.9575,3.153,3.0090000000000003,3.0655,3.2484999999999995,3.3704999999999994,2.9265000000000003,3.0025,Biología y Biotecnología _7_3,3.3704999999999994
5,1.6,3.75,4.45,4.56,3.37,3.23,2.71,3.71,3.6,1.2,1.22,3.138,3.1585,3.3335000000000004,3.252,3.3565,3.352,3.1905,3.4445,3.2880000000000003,2.9795,3.4795000000000003,3.022,2.9285,3.1179999999999994,3.389,3.4610000000000003,3.2880000000000003,3.3285,2.9465,3.4200000000000004,Marketing Digital_7_3,3.4795000000000003
6,1.68,2.51,2.82,1.18,2.52,3.29,2.76,2.28,1.22,1.34,2.65,1.9175,2.0595,2.234,2.1535,2.5825,2.0245,2.3679999999999994,1.9455,2.1295,2.0015,2.0495,1.9465,1.978,2.1259999999999994,2.0515,2.1825,2.1295,2.185,1.9835,2.223,Derecho_7_3,2.5825
7,2.49,2.7,2.44,1.08,3.64,3.42,4.21,3.52,4.27,4.14,4.9,3.3545,3.217,3.003000000000001,2.9565,3.092,3.0045,3.3430000000000004,2.848,3.104,3.388,3.0985,3.266,3.1265,3.298,2.9505,3.147,3.104,3.1205000000000007,3.0850000000000004,3.1135,Ing Electrónica_7_3,3.388
8,1.56,4.28,3.41,4.75,1.66,2.51,1.73,3.95,3.57,2.51,2.5,3.3885,3.325,3.2905000000000006,3.2430000000000003,2.9545,3.306,2.9920000000000004,3.457,3.4300000000000006,3.3285000000000005,3.43,3.3685000000000005,3.0490000000000004,3.3015,3.279000000000001,3.225,3.4300000000000006,3.4345000000000003,2.985,3.1325000000000003,Contaduría_7_3,3.457
9,1.49,1.46,4.61,2.99,1.33,2.42,2.37,4.66,2.66,2.23,4.07,2.9995000000000003,2.825,2.374,2.3275,3.1075000000000004,2.9825,2.936,3.0135,2.6265,2.7415000000000003,3.202,2.658,2.6335,2.7485000000000004,2.98,3.1660000000000004,2.6265,2.476,2.7565,3.0195000000000003,Marketing Digital_7_3,3.202
10,2.6,2.89,1.25,1.07,2.3,3.42,2.03,3.46,3.62,3.5,3.63,2.9690000000000003,2.8200000000000003,2.6105,2.5695,2.383,2.454,2.6065000000000005,2.406,2.761,3.0255,2.651,2.906,2.828,2.9110000000000005,2.3435,2.478,2.761,2.7695000000000003,2.8115,2.5415,Ing Electrónica_7_3,3.0255
11,1.45,4.59,4.56,4.01,3.55,1.99,1.4,4.13,3.66,3.04,4.73,3.5195,3.4805,3.359,3.332,3.1455,3.362,3.2655,3.4925,3.5809999999999995,3.5405000000000006,3.5355,3.5345000000000004,3.0885,3.5095,3.3835,3.4479999999999995,3.5809999999999995,3.5005,2.9860000000000007,3.24,Ing Ambiental_7_3,3.5809999999999995
12,4.62,2.48,4.62,3.7,1.47,1.81,3.62,1.32,3.43,1.34,4.48,2.4640000000000004,2.606,2.7155,2.856,3.2325000000000004,3.007000000000001,3.1695,3.011,2.721,2.3565,2.8775,2.4755000000000003,2.877,2.545,3.172,3.2035,2.721,2.728,2.983,3.2270000000000008,Derecho_7_3,3.2325000000000004
13,3.97,3.48,3.44,3.59,2.84,4.49,4.44,4.78,3.22,1.79,4.98,3.5600000000000005,3.4915000000000003,3.6175,3.5915,3.9575,3.5680000000000005,3.7425,3.5255000000000005,3.511000000000001,3.418,3.716,3.3585000000000003,3.6515,3.4860000000000007,3.501,3.6245,3.511000000000001,3.6455,3.8255,3.786000000000001,Derecho_7_3,3.9575
