id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,2.46,4.53,2.32,4.0,3.56,3.29,1.99,2.16,4.33,4.6,3.1,3.4655,3.54,3.6265,3.585,2.9435,3.3645,3.1880000000000006,3.4650000000000003,3.6550000000000007,3.624,3.2675,3.716,3.3365,3.5665,3.3725,3.183,3.6550000000000007,3.635,3.111,3.1245,Ing Mecánica _6_1,3.716
2,3.44,1.86,1.74,1.03,3.28,2.9,3.41,3.68,1.3,3.49,4.32,2.6765000000000003,2.5685,2.4165,2.4435,2.6140000000000003,2.3845,2.5830000000000006,2.2655000000000003,2.396,2.7365,2.4210000000000003,2.604,2.73,2.6100000000000003,2.2875,2.346,2.396,2.398,2.8185,2.4015,Diseño Gráfico Industrial _6_1,2.8185
3,4.08,4.68,4.58,1.17,1.09,3.85,1.75,4.28,1.69,4.3,2.01,3.481499999999999,3.6245,3.314,3.3254999999999995,3.4545,3.161,3.4000000000000004,3.132,3.6635,3.8075,3.3125,3.652,3.5585,3.8,3.176,3.3715,3.6635,3.541,3.5275000000000007,3.3239999999999994,Ing Electrónica_6_1,3.8075
4,1.63,1.94,3.84,4.74,1.65,3.04,4.62,3.63,4.65,3.25,4.68,3.5795,3.4250000000000003,3.2090000000000005,3.1385000000000005,3.6435,3.784,3.635,3.79,3.2750000000000004,3.285,3.749000000000001,3.3405000000000005,3.218,3.285,3.7945,3.764,3.2750000000000004,3.2485,3.2215,3.643,Economía-finanzas_6_1,3.7945
5,2.36,4.59,3.94,2.86,1.81,1.47,3.39,4.51,2.11,4.97,2.0,3.741,3.6845,3.3695,3.414,3.0685,3.4039999999999995,3.2705,3.3774999999999995,3.6695,3.9745,3.3995,3.892,3.3635,3.771,3.3755,3.369,3.6695,3.623,3.229,3.115,Ing Electrónica_6_1,3.9745
6,3.14,1.64,2.3,2.02,3.43,3.77,2.81,2.57,4.81,4.73,1.46,3.277,3.165,2.845,2.8134999999999994,2.818,3.0935000000000006,3.0245,3.0540000000000003,2.9639999999999995,3.2075,3.1130000000000004,3.18,3.202500000000001,3.1460000000000004,3.08,3.1255,2.9639999999999995,2.835,3.1695,3.1195,Ing. de Sistemas Afines_6_1,3.277
7,4.85,3.86,4.13,5.0,4.46,1.3,1.51,1.7,2.78,3.79,3.88,3.0755,3.231,3.3359999999999994,3.5135,2.9880000000000004,3.352499999999999,3.0620000000000003,3.5269999999999992,3.3425,3.177,3.1465,3.342,3.3694999999999995,3.174,3.474,3.2149999999999994,3.3425,3.215,3.3145,3.126499999999999,Contaduría_6_1,3.5269999999999992
8,1.47,4.64,1.96,4.19,4.13,2.61,4.04,3.12,2.37,4.09,4.3,3.3405,3.3705000000000003,3.6455,3.5885000000000007,3.0485,3.265000000000001,3.1535,3.2725,3.474,3.5250000000000004,3.0795000000000003,3.5785,3.0565,3.393,3.207,2.9560000000000004,3.474,3.6055,2.8495,2.8575000000000004,Medicina_6_1,3.6455
9,2.98,3.48,2.88,3.13,2.02,2.75,3.51,3.12,4.93,2.92,4.27,3.3705,3.2675,3.1915,3.203,3.0855,3.25,3.3229999999999995,3.231,3.3135000000000003,3.3055000000000003,3.3305,3.306,3.2505,3.285,3.238,3.3254999999999995,3.3135000000000003,3.373,3.2355,3.322,Biología y Biotecnología _6_1,3.373
10,2.52,1.27,3.35,1.09,4.07,2.8,1.51,4.43,2.74,1.57,1.76,2.5775,2.3685,2.0645,2.0505000000000004,2.4505,2.2935,2.3645,2.2725,2.1955,2.37,2.665,2.203,2.437,2.3775,2.2395000000000005,2.5780000000000003,2.1955,2.0885,2.6425,2.598,Marketing Digital_6_1,2.665
