id_estudiante,Artes,Biología,C-Sociales,Economía,Edu-Física,Español,Filosofía,Informática,Inglés,Matemáticas,Religión,Ing. de Sistemas Afines,Ing. Industria,Medicina,Enfermería,Derecho,Adm Empresas ,Psicología,Contaduría,Ing Ambiental,Ing Electrónica,Marketing Digital,Ing Mecánica ,Arquitectura,Educación(STEM),Economía-finanzas,Finanzas RelacionesInte,Ing Agronómica,Biología y Biotecnología ,Diseño Gráfico Industrial ,Turismo y Hospitalidad ,carrera_predominante,puntaje_carrera_predominante
1,5.0,3.47,3.68,3.76,3.43,1.01,3.28,3.49,4.33,1.35,4.31,3.1634999999999995,3.006,3.0424999999999995,3.242,2.9215,3.1410000000000005,3.1225,3.1650000000000005,3.111000000000001,2.999,3.287,3.0125,3.331,2.9915,3.1505000000000005,3.282,3.111000000000001,3.197,3.5145,3.3309999999999995,Diseño Gráfico Industrial _8_3,3.5145
2,3.54,2.5,3.73,1.72,4.96,1.13,3.71,2.8,3.29,1.39,1.16,2.499,2.4225,2.4785,2.599,2.513,2.507,2.651,2.4075,2.463,2.4280000000000004,2.6105,2.374,2.5725,2.4615,2.5535,2.803,2.463,2.5175,2.695,2.7805,Finanzas RelacionesInte_8_3,2.803
3,4.52,1.17,2.19,2.73,1.84,4.31,3.87,1.19,2.84,4.49,3.0,2.756,2.8785,2.8135000000000003,2.824,3.197,3.0535,3.087,2.9965,2.7115,2.7595,2.76,2.8365,3.164,2.8005000000000004,3.1034999999999995,2.917,2.7115,2.6295,3.1665,3.0245,Derecho_8_3,3.197
4,2.25,1.08,2.94,3.16,2.01,1.74,2.52,3.57,2.19,2.52,4.27,2.6215,2.443,2.157,2.1825,2.5485,2.6195,2.4685,2.6515,2.2465,2.4095,2.676,2.389,2.4535,2.3390000000000004,2.588,2.5809999999999995,2.2465,2.1535,2.5645,2.5075,Marketing Digital_8_3,2.676
5,3.78,2.36,3.24,1.06,1.18,3.35,3.11,2.11,2.49,4.4,1.85,2.797,2.909,2.6425,2.664,2.9450000000000003,2.771,2.982,2.6685,2.8195,2.97,2.678,2.9175000000000004,2.976,2.974,2.8275,2.8935,2.8195,2.7110000000000003,2.9325,2.8680000000000003,Psicología_8_3,2.982
6,4.75,2.03,4.91,1.25,1.03,4.28,3.19,1.51,4.36,4.8,2.5,3.176,3.368,2.964,2.9875,3.6805,3.3795,3.722,3.2825,3.2555,3.263,3.2865,3.25,3.4935,3.407,3.5495,3.7235,3.2555,3.031,3.465,3.6895,Finanzas RelacionesInte_8_3,3.7235
7,4.78,3.72,3.75,3.36,1.85,3.33,1.56,1.05,4.34,3.07,3.11,2.9065,3.1245000000000003,3.1850000000000005,3.2575000000000003,3.1265000000000005,3.148,3.2115000000000005,3.2380000000000004,3.2905,2.9945000000000004,3.0705,3.1100000000000003,3.3145000000000007,3.1425,3.283000000000001,3.2505,3.2905,3.2135000000000007,3.2665,3.3150000000000004,Turismo y Hospitalidad _8_3,3.3150000000000004
8,1.61,3.83,4.4,3.22,2.21,3.87,2.13,1.14,4.69,2.23,3.4,2.74,2.9965000000000006,3.1595000000000004,3.0465,3.3195,3.0935,3.3235,3.148,3.211,2.782,3.063,2.886,2.7150000000000003,3.0270000000000006,3.2565000000000004,3.3345,3.211,3.1775,2.5495,3.277,Finanzas RelacionesInte_8_3,3.3345
9,3.22,1.27,4.23,4.76,4.04,3.36,3.3,1.51,4.5,1.69,2.68,2.699,2.7660000000000005,2.9095,2.9025,3.387,3.3315,3.1995,3.4045,2.733,2.372,3.22,2.5345,2.8895000000000004,2.5915000000000004,3.4675,3.419,2.733,2.6655,2.978,3.4519999999999995,Economía-finanzas_8_3,3.4675
10,4.67,1.53,4.35,4.36,3.39,4.56,1.4,2.79,4.73,3.75,1.27,3.495,3.5015,3.232,3.2375,3.5739999999999994,3.745,3.4195,3.893,3.3275,3.2415000000000003,3.785,3.3200000000000003,3.7205,3.3600000000000003,3.823,3.793,3.3275,3.069,3.8295,3.8495,Contaduría_8_3,3.893
11,2.59,4.86,1.46,1.27,2.32,4.03,3.87,3.15,2.53,3.86,3.86,3.1495,3.2255000000000003,3.3855000000000004,3.313500000000001,2.9960000000000004,2.7825,3.1455,2.6525,3.3610000000000007,3.481,2.774,3.387,3.1050000000000004,3.405,2.6980000000000004,2.7350000000000003,3.3610000000000007,3.5315000000000003,2.9560000000000004,2.8000000000000003,Biología y Biotecnología _8_3,3.5315000000000003
12,2.14,1.09,3.07,4.73,2.89,3.42,1.72,4.6,3.88,3.88,3.2,3.6075,3.3325,2.8840000000000003,2.82,3.099,3.512,3.0035,3.6625,3.0175,3.25,3.6495,3.2565,3.2515,3.1505,3.4355,3.346,3.0175,2.8105,3.34,3.2765,Contaduría_8_3,3.6625
